date,Headline,Impact - Raw,Impact - units recalled,Impact - injured or killed,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Qty,Currency Symbol,Impact - Currency,Country,Failure Type,Organization Type,Government Type,Government Department,Industry Area,url,title,Project,Companies,Theme,tags
2013-12-01T07:00:00Z,"New $162 Million LA County Dept of Water and Power Billing System Sends out 70,000 wrong bills",DWP system original cost (which was kept secret) was $99 Million,,,,,,70000,99000000,$,USD,US,Operational Failure,Government,State/Local,Utilities,,http://spectrum.ieee.org/riskfactor/computing/it/los-angeles-department-of-water-and-power-scrambles-to-fix-billing-system-mess,Los Angeles Department of Water and Power Scrambles to Fix Billing System Mess,,,billing,"US,Operational Failure,Government,State/Local,Utilities,,$,,,,Impact - Raw,Impact - customers affected,Impact - Qty,Impact - Currency"
2014-10-01T07:00:00Z,"Duke Energy Falsely Reports 500,000 Customers Delinquent Bill Payers for Four Years",Energy company blames coding error,,,4,years,34944,500000,,,,US,Operational Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/duke-energy-wrongly-reports-500000-customers-as-delinquent-bill-payers-since-2010-,"Duke Energy Falsely Reports 500,000 Customers as Delinquent Bill Payers Since 2010",,,billing,"US,Operational Failure,Commercial,,,Energy and Utilities,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2010-10-01T07:00:00Z,Verizon Overbills 15 Million Customers for Years Due to Software Errors,$90 Million in overcharges,,,10,months,7200,15000000,9.00E+07,$,,US,Operational Failure,Commercial,,,Telecom,http://spectrum.ieee.org/riskfactor/telecom/wireless/verizon-overbilled-15-million-customers-for-years-because-of-software-errors,Verizon Overbilled 15 Million Customers For Years Because of Software Errors,,,"billing, telecom","US,Operational Failure,Commercial,,,Telecom,$,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Qty"
2006-04-01T07:00:00Z,Microsoft 's MSN Search Engine Crashes,About a 4 hour outage,,,4,hours,4,,,,,Worldwide,Operational Failure,Commercial,,,IT,http://www.computerworld.com.au/article/154576/msn_search_engine_suffers_hours-long_outage/,MSN search engine suffers hours-long outage,,Microsoft,system outage/crash,"Worldwide,Operational Failure,Commercial,,,IT,,,Microsoft,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2006-05-01T07:00:00Z,Software bug takes down Amtrak Power in Northeast,About a 4 hour outage,,,4,hours,4,,,,,US,Operational Failure,Commercial,,,Rail,http://www.nytimes.com/2007/02/24/us/24amtrak.html,New Parts in Old System Are Cited in Amtrak Trouble,,,mass transit,"US,Operational Failure,Commercial,,,Rail,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2006-05-01T07:00:00Z,Montana Government IT Systems Crash,Day-long outage,,,1,days,24,,,,,US,Operational Failure,Government,State/Local,Information Technology,,http://redmondmag.com/articles/2006/05/23/computer-outage-strikes-montana-state-government.aspx,Computer Outage Strikes Montana State Government -- Redmondmag.com,,,system outage/crash,"US,Operational Failure,Government,State/Local,Information Technology,,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2007-06-01T07:00:00Z,International Space Station Experiences Total Loss of Computers,Computer fixed after a few days,,,6,days,144,,,,,Space,Operational Failure,Government,International,Space,,http://spectrum.ieee.org/aerospace/space-flight/space-station-internal-nasa-reports-explain-origins-of-june-computer-crisis,Space Station: Internal NASA Reports Explain Origins of June Computer Crisis,,,system outage/crash,"Space,Operational Failure,Government,International,Space,,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2007-12-01T07:00:00Z,Computer Problems Close Major Seattle Bus Tunnel for Days,Tunnel out for nearly a week,,,1,weeks,168,,,,,US,Operational Failure,Government,State/Local,Transportation,,http://spectrum.ieee.org/riskfactor/computing/it/seattle_bus_tunnel_computer_st,Seattle Bus Tunnel Computer Still Out,,,mass transit,"US,Operational Failure,Government,State/Local,Transportation,,,mass transit,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2010-01-01T07:00:00Z,Australia's Myki AU$1.3 Billion Ticketing System Launch Marred by Problems,"Two and half years late, AU$700 Million over budget, glitches galore",,,,,,,7.00E+08,$,AUD,Australia,Operational Failure,Government,State/Local,Transportation,,http://spectrum.ieee.org/riskfactor/computing/it/australias-au13-billion-myki-ticketing-system-introduction-marred-by-multiple-missteps,Australia's AU$1.3 Billion Myki Ticketing System Introduction Marred By Multiple Missteps,,,mass transit,"Australia,Operational Failure,Government,State/Local,Transportation,,$,mass transit,,,Impact - Raw,Impact - Qty,Impact - Currency"
2010-08-01T07:00:00Z,25 Virginia State Agencies Knocked Offline by Server Problems,Problems last nearly a week,,,3,days,72,,,,,US,Operational Failure,Government,State/Local,Information Technology,,http://spectrum.ieee.org/riskfactor/computing/it/virginia-state-agencies-still-suffering-from-server-problems,Virginia State Agencies Still Suffering From Server Problems,,,system outage/crash,"US,Operational Failure,Government,State/Local,Information Technology,,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2011-05-01T07:00:00Z,Virginia Fines IT Outsourcer Northrop Grumman for 2010 Outages,"State agencies without IT for days, fine was $5 million.",,,,,,,5000000,$,USD,US,Operational Failure,Government,State/Local,Information Technology,,http://www.washingtonpost.com/blogs/virginia-politics/post/virginia-fines-northrop-grumman-nearly-5m-for-massive-computer-outage/2011/05/19/AF9eLB7G_blog.html; http://www.washingtonpost.com/blogs/virginia-politics/post/virginia-fines-northrop-grumman-nearly-5m-for-massive-computer-outage/2011/05/19/AF9eLB7G_blog.html,Virginia fines Northrop Grumman nearly $5M for massive computer outage || Virginia fines Northrop Grumman nearly $5M for massive computer outage,,,system outage/crash,"US,Operational Failure,Government,State/Local,Information Technology,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-05-01T07:00:00Z,US Immigration Court System Server Outage Enters Week Six,59 immigration courts have to revert to pencil and paper,,,6,weeks,1008,,,,,US,Operational Failure,Government,National,Law Enforcement,,http://spectrum.ieee.org/riskfactor/computing/it/us-immigration-court-system-outage-enters-week-six,U.S. Immigration Court System Outage Enters Week Six,,,system outage/crash,"US,Operational Failure,Government,National,Law Enforcement,,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2014-11-01T07:00:00Z,Microsoft Azure Cloud Goes Down for 11 Hours,"Update error compounded by human error takes down Microsoft Office 365,  Xbox Live , and other services across the United States, Europe, Japan, and Asia",,,11,hours,11,,,,,Worldwide,Operational Failure,Commercial,,,IT,http://spectrum.ieee.org/riskfactor/computing/it/blob-frontend-bug-bites-microsoft-azure-cloud-,Blob Front-End Bug Bursts Microsoft Azure Cloud,,Microsoft,system outage/crash,"Worldwide,Operational Failure,Commercial,,,IT,,,Microsoft,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2008-03-01T07:00:00Z,Software Update Brings Down Georgia Nuclear Power Plant,Plant went into emergency shutdown for 48 hours,,,2,days,48,,,,,US,Operational Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/software_update_brings_down_nu,Software Update Brings Down Nuclear Power Plant,,,system outage/crash,"US,Operational Failure,Commercial,,,Energy and Utilities,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2007-08-01T07:00:00Z,US Customs Computer System at LAX Suffers Hardware Crash,"20,000 arriving passengers going through customs delayed for hours, outbound international flights delays as well",,3,14,hours,14,20000,,,,US,Operational Failure,Government,National,Customs,,http://www.washingtonpost.com/wp-dyn/content/article/2007/08/12/AR2007081200147.html,Outbound Delays Follow LAX System Crash,,,airport/port/customs systems,"US,Operational Failure,Government,National,Customs,,,airport/port/customs systems,,,Impact - Raw,Impact - injured or killed,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2008-10-01T07:00:00Z,Train Engineer Texting Before California Train Crash,Metrolink crash in California killing 25 people and injuring 135 in the worst train accident since 1993,,160,,,,,,,,US,Operational Failure,Commercial,,,Rail,http://www.reuters.com/article/2008/10/02/us-usa-train-crash-idUSN0152835520081002,Train engineer was texting just before California crash,,,mass transit,"US,Operational Failure,Commercial,,,Rail,,,,,Impact - Raw,Impact - injured or killed"
2008-10-01T07:00:00Z,Qantas Airbus 330 Dives Due to Faulty Computer Component,"70 plus passengers and crew were injured, 14 severely",,70,,,,70,,,,Australia,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/computing/it/qantas_dive_was_caused_by_faul,Qantas Dive Was Caused by Faulty Computer Component,,,airplane,"Australia,Operational Failure,Commercial,,,Air Transport,,airplane,,,Impact - Raw,Impact - injured or killed,Impact - customers affected"
2009-05-01T07:00:00Z,Boston Trolley Crash Attributed to Texting Driver,Two trolleys damaged and  at least 46 passengers injured,,46,,,,46,,,,US,Operational Failure,Government,State/Local,Transportation,,http://spectrum.ieee.org/riskfactor/computing/it/boston_mbta_to_ban_cellphones,Boston MBTA To Ban Cellphones After Accident,,,mass transit,"US,Operational Failure,Government,State/Local,Transportation,,,mass transit,,,Impact - Raw,Impact - injured or killed,Impact - customers affected"
2009-06-01T07:00:00Z,Automated Train Control Failure Involved in Washington DC Metro Crash,"9 killed, 52 injured in crash",,61,,,,,,,,US,Operational Failure,Commercial,,,Rail,http://spectrum.ieee.org/riskfactor/computing/it/national-transportation-safety-board-issues-urgent-dc-metro-safety-recommendation,National Transportation Safety Board Issues Urgent DC Metro Safety Recommendation,,,mass transit,"US,Operational Failure,Commercial,,,Rail,,,,,Impact - Raw,Impact - injured or killed"
2009-06-01T07:00:00Z,Air France Flight 447 Crashes Off Coast of Brazil,"228 passengers and crew perished, Automation paradox at play",,228,,,,228,,,,"Brazil, France",Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/aerospace/aviation/air-france-flight-447-crash-caused-by-a-combination-of-factors,Air France Flight 447 Crash Causes in Part Point to Automation Paradox,,,airplane,"Brazil, France,Operational Failure,Commercial,,,Air Transport,,airplane,,,Impact - Raw,Impact - injured or killed,Impact - customers affected"
2009-08-01T07:00:00Z,California Runaway Car Crash Highlights Toyota Sudden Acceleration Issue,Policeman and family killed in runaway Toyota Lexus caused by stuck floor mat,,4,,,,,,,,US,Operational Failure,Commercial,,,Auto and Land Transport,http://spectrum.ieee.org/riskfactor/computing/it/how-hard-should-it-be-to-stop-a-runaway-car,How Hard Should It Be To Stop a Runaway Luxury Car?,,Toyota,cars,"US,Operational Failure,Commercial,,,Auto and Land Transport,,,Toyota,,Impact - Raw,Impact - injured or killed"
2011-08-01T07:00:00Z,"Air Ambulance Crashes in Mosby, Missouri Kills Four",NTSB in 2013 cites pilot for texting,,4,,,,,,,,US,Operational Failure,Commercial,,,Air Transport,http://www.reuters.com/article/2013/04/10/us-usa-helicopter-crash-idUSBRE93901820130410,Pilots' texts contributed to Missouri air ambulance crash: NTSB,,,airplane,"US,Operational Failure,Commercial,,,Air Transport,,airplane,,,Impact - Raw,Impact - injured or killed"
2005-11-01T07:00:00Z,Computer Problem Shuts Tokyo Stock Exchange,Exchange closed for a day,,,1,days,24,,,,,Japan,Operational Failure,Commercial,,,Stock Exchanges,http://www.theregister.co.uk/2005/11/25/stock_exchange_glitch_fall_out/,Fujitsu execs take pay cut after Tokyo exchange crash • The Register,,,stock exchange,"Japan,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2005-12-01T07:00:00Z,Fat finger Trade Causes Havoc on Tokyo Stock Exchange,Mizuho Securities brokerage suffers  $330 Million loss,,,10,minutes,0.1666666667,,3.30E+08,$,USD,Japan,Operational Failure,Commercial,,,Stock Exchanges,http://www.nytimes.com/2005/12/13/business/worldbusiness/13glitch.html,Tokyo Exchange Struggles With Snarls in Electronics,,,stock exchange,"Japan,Operational Failure,Commercial,,,Stock Exchanges,$,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - Qty,Impact - Currency"
2007-11-01T07:00:00Z,"London , NASDAQ and Toronto Stock Exchanges All Experience Computer Problems",Delays in trading at all three exchanges,,,40,minutes,0.6666666667,,,,,"UK, US, Canada",Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/computer_problems_at_london_st,Computer Problems at London Stock Exchange,,,stock exchange,"UK, US, Canada,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2008-02-01T07:00:00Z,Tokyo Stock Exchange Experiences Computer Fault,Future trading suspended for three hours,,,3,hours,3,,,,,Japan,Operational Failure,Commercial,,,Stock Exchanges,http://www.bloomberg.com/apps/news?pid=newsarchive&refer=Japan&sid=aWLtzQLW_bF4,Tokyo Exchange Halts Topix Futures Trading on Glitch (Update4),,,stock exchange,"Japan,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2008-07-01T07:00:00Z,Tokyo Stock Exchange Suspends Trading,Outage last over 4 hours,,,4,hours,4,,,,,Japan,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/tokyo_stock_exchange_has_yet_a,Tokyo Stock Exchange Has Yet Another Hiccup,,,stock exchange,"Japan,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2008-09-01T07:00:00Z,London Stock Exchange Shutdown Due to Software Problem,Exchange shut for seven hours,,,7,hours,7,,,,,UK,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/london_stock_exchange_shutdown,London Stock Exchange Shutdown Caused By Software Problem,,,stock exchange,"UK,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2008-12-01T07:00:00Z,Network Issue Closes Toronto Stock Exchange,Exchange closed for day by network firmware issue,,,1,days,24,,,,,Canada,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/toronto_stock_exchange_resumes,Toronto Stock Exchange Resumes Trading,,,stock exchange,"Canada,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2009-06-01T07:00:00Z,NY Stock Exchange Halts Trading in 242 Stocks Due to Server Error,Trading halted for about an hour,,,1,hours,1,,,,,US,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/new-york-stock-exchange-trading-halted-last-week,NYSE Trading Halted Last Week,,,stock exchange,"US,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2009-08-01T07:00:00Z,NYSE Suffers Network  Problem,2000 Securities affected for about 30 minutes,,,0.5,hours,0.5,,,,,US,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/minor-glitches-at-new-york-and-london-exchanges-again-last-week,Another Glitch at New York Stock Exchange Last Week,,,stock exchange,"US,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2009-11-01T07:00:00Z,London Stock Exchange Suffers Two Outages,"One outage lasts three hours, the other affects trading in 1 out of 12 stocks.",,,3,hours,3,,,,,UK,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/london-stock-exchange-goes-down-again,London Stock Exchange Goes Down Again,,,stock exchange,"UK,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2010-05-01T07:00:00Z,NYSE Trading Goes Haywire,Drops 346 points after dropping more than 587 points; cause later found to be caused by trading algorithm,,,20,minutes,0.3333333333,,,,,US,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/man-the-hatches-new-york-stock-market-trading-goes-haywire,Man The Hatches!! New York Stock Market Trading Goes Haywire,,,stock exchange,"US,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2010-06-01T07:00:00Z,Mistaken Deutsche Bank' $182 Billion Sell Order Almost Disrupts Osaka Exchange,Bank blames software glitch for attempted mistrade,,,,,,,5.46E+08,$,USD,Japan,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/y167-trillion-182-billion-mistake-by-deutsche-bank-nearly-sinks-osaka-exchange,Y16.7 trillion ($182 billion) Mistake by Deutsche Bank Nearly Sinks Osaka Exchange,,,stock exchange,"Japan,Operational Failure,Commercial,,,Stock Exchanges,$,stock exchange,,,Impact - Raw,Impact - Qty,Impact - Currency"
2010-10-01T07:00:00Z,NYSE Flash Crash Cause Uncovered,Trading algorithm blamed,,,20,minutes,0.3333333333,,,,,US,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/flash-crash-cause-found,"Flash Crash ""Cause"" Found",,,stock exchange,"US,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2010-10-01T07:00:00Z,Bad Software Upgrade Triggers 10% Plunge in NYSE Euronext Arca Traded Fund,$7.9 Billion in trades had to be unraveled,,,,,,,7.90E+09,$,USD,US,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/bad-software-update-triggers-96-plunge-on-nyse-euronexts-electronic-arca-trading-platform,Bad Software Update Triggers Apparent 9.6% Plunge in NYSE Euronext Arca Traded Fund,,,stock exchange,"US,Operational Failure,Commercial,,,Stock Exchanges,$,stock exchange,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-02-01T07:00:00Z,SEC Fines Investment Company AXA $25 Million for Hiding $242 Million Software Error,Executives hid error in company's portfolio risk model,,,,,,,267000000,$,USD,US,Operational Failure,Other,,,,http://spectrum.ieee.org/riskfactor/computing/it/the-242-million-software-error,The $242 Million Software Error,,,stock exchange,"US,Operational Failure,Other,,,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-02-01T07:00:00Z,London Stock Exchange New Trading Platform Suffers Glitch,Trading affected,,,42,seconds,0.01166666667,,,,,UK,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/london-stock-exchange-suffers-glitch-in-new-system,London Stock Exchange Suffers Glitch in New System,,,stock exchange,"UK,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2011-02-01T07:00:00Z,London Stock Exchange New Trading Platform Goes Dark for 4 Hours,Problem begins at opening bell,,,4,hours,4,,,,,UK,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/london-stock-exchange-suffers-4-hour-outage,London Stock Exchange Suffers 4 Hour Outage,,,stock exchange,"UK,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2011-02-01T07:00:00Z,Australian Stock Exchange Suspends Trading for 4 Hours,AU$1.5 Billion in trades likely lost,,,72,minutes,1.2,,1500000000,$,AUD,Australia,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/australian-stock-markets-turn-to-go-dark,Australian Stock Market's Turn to Go Dark,,,stock exchange,"Australia,Operational Failure,Commercial,,,Stock Exchanges,$,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - Qty,Impact - Currency"
2011-10-01T07:00:00Z,"Australian Stock Exchange Shut for 4 Hours After ""Connectivity"" Issue",Traders very unhappy,,,4,hours,4,,,,,Australia,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/australian-securities-exchange-restored-after-going-dark,Australian Securities Exchange Restored After Going Dark,,,stock exchange,"Australia,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2012-02-01T07:00:00Z,Tokyo Stock Exchange Servers Cause 3 Hour Outage,Back-ups failed,,,3,hours,3,,,,,Japan,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/tokyo-stock-exchange-has-trouble-with-servers,Tokyo Stock Exchange Has Trouble with Servers,,,stock exchange,"Japan,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2012-08-01T07:00:00Z,Knight Capital Loses $440 Million in Errant Trading Due to Programming Error,Losses place company at risk of collapse,,,,,,,440000000,$,USD,US,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/new-insights-into-knight-capital-trading-snafu,"""Zombie Software"" Blamed for Knight Capital Trading Snafu",,,stock exchange,"US,Operational Failure,Commercial,,,Stock Exchanges,$,stock exchange,,,Impact - Raw,Impact - Qty,Impact - Currency"
2012-10-01T07:00:00Z,Erroneous Trades Plunge India's National Stock Exchange 800 Points in Minutes,Trader enters 59 erroneous orders ; exchange stops to unravel orders,,,15,minutes,0.25,,,,,India,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/algorithms-gone-wild,Algorithms Gone Wild,,,stock exchange,"India,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2013-08-01T07:00:00Z,NASDAQ Shuts for 3 Hours Due to Trading Glitch,Exchange says it suffered connectivity problems,,,3,hours,3,,,,,US,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/it-hiccups-of-the-week-stock-exchange-gremlins-attack,IT Hiccups of the Week: Stock Exchange “Gremlins” Attack,,,stock exchange,"US,Operational Failure,Commercial,,,Stock Exchanges,,stock exchange,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2008-08-01T07:00:00Z,Computer Bought on eBay for £35 Contains 1 Million NatWest Bank Customer Records,"Include names, addresses, mobile phone numbers, bank account numbers, sort codes, credit card numbers, mothers' maiden names and even signatures",,,,,,1000000,,,GBP,UK,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/computer_bought_on_ebay_contai,Computer Bought On eBay Contains 1M Bank Customer Records,,,bank,"UK,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - customers affected,Impact - Currency"
2010-01-01T07:00:00Z,30 Million German Bank Cards' Date Problem Almost Fixed,Security chip didn't recognize date 2010,,,,,,30000000,,,,Germany,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/30-million-german-bank-cards-almost-fixed,30 Million German Bank Cards Almost Fixed,,,bank,"Germany,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - customers affected"
2010-11-01T07:00:00Z,Millions Affected by National Australia Bank Computer Problems,"All personal and business accounts frozen for several days, transactions with other major Australian banks hit as well",,,3,days,72,11000000,,,,Australia,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/millions-of-national-australia-bank-customers-likely-affected-by-computer-glitch,Millions of National Australia Bank Customers Likely Affected by Computer Glitch,,,bank,"Australia,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2011-01-01T07:00:00Z,"200,000 Credit and Debit Card Holders Doubled Billed by Lloyds Cardnet System",Charges happened New Year's Eve 2010,,,,,,200000,,,,UK,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/200000-credit-and-debit-card-holders-doublebilled-by-lloyds-tsb-cardnet-system,"200,000 Credit and Debit Card Holders Double-Billed by Lloyds TSB Cardnet System",,,bank,"UK,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - customers affected"
2011-02-01T07:00:00Z,Allied Irish Banks Sues for €84 Million over Botched Retail Banking System,Suit brought against Oracle,,,,,,,84000000,€,EUR,Ireland,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/allied-irish-banks-wants-84-million-from-two-oracle-companies-for-botched-retail-banking-system,Allied Irish Banks Wants €84M for Botched Retail Banking System,,,bank,"Ireland,Operational Failure,Commercial,,,Banking and Financial,€,bank,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-03-01T07:00:00Z,Computer Problems at Japan's Mizuho Bank Continued into Second Week,"Millions of financial transactions delayed for processing for a week, ATMs closed for 3 days",,,1,weeks,168,1000000,,,,Japan,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/japans-mizuho-bank-computer-problems-persist-in-second-week,Japan's Mizuho Bank Computer Problems Persist into Second Week,,,bank,"Japan,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2011-04-01T07:00:00Z,National Australia Bank Suffers Another Computer Problem,Millions of Australians affected again,,,1,days,24,,,,,Australia,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/national-australia-bank-it-problems-affects-millions-again,National Australia Bank IT Problems Affect Millions,,,bank,"Australia,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2011-04-01T07:00:00Z,Korea's NH Bank Computers Crash,30 Million account holders  affected for days,,,10,days,240,30000000,,,,Korea,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/south-korean-banks-weeklong-system-failure-affecting-30-million-an-inside-job,South Korean NH Bank's Week-Long System Failure That Affected 30 Million An Inside Job?,,,bank,"Korea,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2011-06-01T00:00:00Z,Corrupt File at Australia's Westpac Bank Causes Problems for Australian Banks,Millions of banking customers across Australia affected for two days,,,2,days,48,,,,,Australia,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/corrupt-file-causes-at-westpac-causes-problems-at-australian-banks,Corrupt File at Westpac Causes Problems at Australian Banks,,,bank,"Australia,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2011-11-01T07:00:00Z,Maintenance Issue Takes Down UK RBS and NatWest's Online and Telephone Banking Systems,15 Million customers affected,,,2,hours,2,15000000,,,,UK,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/millions-in-uk-affected-by-it-system-glitches-at-hsbc-rbs-and-natwest-banks-over-past-few-days,"Millions in UK Affected by IT System Glitches at HSBC, RBS and NatWest Banks Over Past Few Days",,,bank,"UK,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2011-11-01T07:00:00Z,IT Problem Takes Down UK HSBC's Online Banking and ATM System,15 Million customers affected,,,2,hours,2,15000000,,,,UK,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/millions-in-uk-affected-by-it-system-glitches-at-hsbc-rbs-and-natwest-banks-over-past-few-days,"Millions in UK Affected by IT System Glitches at HSBC, RBS and NatWest Banks Over Past Few Days",,,bank,"UK,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
